DATE,TLAACBW027SBOG,TLBACBW027SBOG,TOTBKCR,TOTLL
12/4/1985,2367.312,2204.0983,1841.4866,1411.6686
12/11/1985,2366.7863,2209.1227,1845.3703,1413.7202
12/18/1985,2379.2898,2223.1566,1857.6916,1419.3305
12/25/1985,2383.7367,2227.3761,1858.8979,1417.4745
1/1/1986,2394.9509,2238.5989,1878.8175,1426.0098
1/8/1986,2390.0574,2226.9209,1880.02,1427.8832
1/15/1986,2400.5451,2235.9521,1886.5725,1432.583
1/22/1986,2393.1787,2227.694,1884.0873,1430.125
1/29/1986,2381.3765,2211.8445,1882.6064,1427.5429
2/5/1986,2398.5896,2228.6746,1885.0607,1431.3174
2/12/1986,2393.9433,2222.1063,1884.5786,1430.9707
2/19/1986,2406.9322,2235.7632,1888.909,1435.6695
2/26/1986,2402.0053,2228.4399,1890.2311,1435.4865
3/5/1986,2419.9096,2248.6729,1892.2411,1442.3874
3/12/1986,2426.9232,2255.2184,1897.7096,1447.4717
3/19/1986,2421.1879,2249.0679,1901.3138,1451.8009
3/26/1986,2437.1343,2265.505,1906.0773,1454.0035
4/2/1986,2429.0087,2256.3434,1904.2083,1454.4043
4/9/1986,2436.4311,2261.1039,1909.7708,1455.2582
4/16/1986,2435.6201,2260.4897,1914.5843,1459.8845
4/23/1986,2453.2648,2274.2236,1913.4651,1458.0476
4/30/1986,2448.8161,2276.2395,1920.2373,1463.1479
5/7/1986,2441.3879,2267.5872,1917.5022,1460.4323
5/14/1986,2439.5529,2267.9341,1923.2577,1465.0547
5/21/1986,2449.2631,2274.8713,1923.35,1465.6411
5/28/1986,2454.469,2280.2712,1927.7594,1467.5868
6/4/1986,2447.0394,2272.9316,1926.9406,1466.7924
6/11/1986,2451.3382,2273.177,1930.5775,1469.988
6/18/1986,2448.4657,2269.537,1930.7201,1469.5142
6/25/1986,2459.8193,2283.2602,1941.4285,1477.1079
7/2/1986,2465.1826,2292.0589,1944.1772,1478.7411
7/9/1986,2471.5587,2294.1688,1947.6854,1481.4961
7/16/1986,2486.6456,2310.7044,1956.5451,1484.6847
7/23/1986,2484.5397,2307.2086,1962.4157,1487.1185
7/30/1986,2485.2181,2307.6858,1962.9683,1486.8383
8/6/1986,2493.2124,2315.5039,1969.7262,1490.689
8/13/1986,2492.6703,2316.0235,1968.4756,1490.4195
8/20/1986,2501.4704,2325.7547,1974.5286,1495.7554
8/27/1986,2519.7656,2344.8152,1986.5381,1501.8489
9/3/1986,2532.0363,2355.3643,1992.4969,1503.189
9/10/1986,2514.4094,2335.6653,1991.5615,1501.3796
9/17/1986,2527.7558,2347.0304,1998.155,1505.6696
9/24/1986,2518.9784,2337.1973,1996.1634,1505.8784
10/1/1986,2546.0622,2361.9115,2002.4486,1510.2101
10/8/1986,2524.944,2338.7592,1996.0189,1504.8466
10/15/1986,2541.6637,2358.9543,1997.1544,1507.5474
10/22/1986,2532.079,2347.3429,1998.9481,1509.5283
10/29/1986,2518.5898,2336.7514,2001.1348,1509.2974
11/5/1986,2537.4413,2356.4114,2006.5682,1515.2477
11/12/1986,2560.7762,2378.4317,2017.6155,1524.5538
11/19/1986,2546.9216,2370.4498,2013.1225,1522.0148
11/26/1986,2566.5902,2388.1055,2026.7168,1532.8678
12/3/1986,2560.0113,2381.6632,2031.045,1535.949
12/10/1986,2574.5035,2401.9824,2037.1651,1540.4128
12/17/1986,2574.5008,2404.7239,2039.9118,1545.3873
12/24/1986,2614.2465,2438.6503,2065.7385,1564.7911
12/31/1986,2633.7281,2463.9834,2080.1703,1581.0312
1/7/1987,2622.3301,2445.7484,2075.7396,1575.6262
1/14/1987,2610.2395,2430.2904,2070.2715,1570.5906
1/21/1987,2620.3591,2441.6473,2072.4383,1574.1838
1/28/1987,2637.6292,2459.6074,2078.6299,1578.2108
2/4/1987,2620.6848,2437.5404,2074.0335,1573.3956
2/11/1987,2624.0656,2440.0073,2073.7122,1573.0095
2/18/1987,2623.6166,2436.0192,2075.6183,1574.7048
2/25/1987,2626.4986,2438.6837,2080.2573,1578.75
3/4/1987,2626.8764,2438.6174,2081.2612,1579.9057
3/11/1987,2637.739,2449.0096,2083.3287,1580.6366
3/18/1987,2631.2365,2447.2955,2088.0423,1585.5587
3/25/1987,2646.8099,2462.9926,2091.644,1587.4627
4/1/1987,2664.3837,2480.0216,2098.3589,1593.6505
4/8/1987,2656.3874,2463.6655,2102.0465,1597.3939
4/15/1987,2679.5315,2491.8687,2113.3074,1606.7063
4/22/1987,2678.5941,2488.3368,2116.2433,1607.8393
4/29/1987,2658.4418,2469.1103,2117.9659,1606.9569
5/6/1987,2666.015,2479.2926,2116.4934,1605.2519
5/13/1987,2668.3027,2481.102,2116.7385,1605.5913
5/20/1987,2679.7856,2491.1891,2123.1698,1611.6207
5/27/1987,2701.8092,2516.7154,2125.9052,1612.346
6/3/1987,2665.9549,2483.3665,2124.0557,1610.595
6/10/1987,2681.7627,2493.7509,2129.088,1615.3977
6/17/1987,2666.9255,2484.3868,2130.2052,1616.5161
6/24/1987,2692.9642,2508.4337,2129.9866,1617.5952
7/1/1987,2679.9534,2506.8889,2124.7761,1613.9826
7/8/1987,2658.6309,2479.5532,2131.0195,1617.2875
7/15/1987,2686.3883,2508.2642,2135.0571,1620.4937
7/22/1987,2675.4345,2498.6255,2133.1549,1618.6593
7/29/1987,2671.7469,2496.5461,2136.7398,1621.4768
8/5/1987,2682.2691,2504.2836,2140.7508,1621.9233
8/12/1987,2694.1055,2519.6853,2145.5561,1627.9046
8/19/1987,2685.636,2512.2924,2144.2132,1626.4928
8/26/1987,2713.4704,2535.5573,2148.7398,1631.3961
9/2/1987,2671.9213,2494.1342,2149.1681,1633.2677
9/9/1987,2712.0125,2530.9946,2161.5598,1641.1856
9/16/1987,2714.3695,2536.0699,2167.6241,1647.9274
9/23/1987,2724.3437,2541.7553,2171.2057,1648.5026
9/30/1987,2726.6666,2540.7793,2179.1733,1658.5661
10/7/1987,2714.0946,2525.022,2172.1584,1653.7528
10/14/1987,2725.6167,2539.5812,2174.7392,1656.1122
10/21/1987,2748.7635,2561.9726,2187.3065,1667.1052
10/28/1987,2766.6837,2587.7024,2190.0065,1667.9838
11/4/1987,2742.5033,2562.6302,2182.0772,1661.603
11/11/1987,2737.5767,2555.2016,2183.066,1662.6412
11/18/1987,2726.8671,2549.0853,2185.1985,1662.8707
11/25/1987,2732.0852,2550.8364,2185.3671,1662.3161
12/2/1987,2729.2221,2546.7507,2186.8985,1666.7236
12/9/1987,2731.3595,2553.1338,2194.3825,1671.8964
12/16/1987,2735.5696,2560.9682,2197.0385,1673.1487
12/23/1987,2739.7928,2560.0013,2200.5451,1674.6057
12/30/1987,2727.0889,2547.3937,2203.2726,1674.2339
1/6/1988,2744.2467,2566.8307,2206.377,1680.8062
1/13/1988,2745.9882,2567.1793,2209.8597,1683.355
1/20/1988,2755.6042,2578.7234,2211.5377,1683.6747
1/27/1988,2764.9416,2582.3393,2217.4024,1688.8428
2/3/1988,2767.0217,2581.1903,2219.9929,1692.9106
2/10/1988,2770.6547,2582.2012,2217.8078,1690.6682
2/17/1988,2775.7,2588.9888,2221.0311,1693.7466
2/24/1988,2754.7062,2566.5755,2222.4485,1694.5952
3/2/1988,2767.4522,2580.7176,2228.5033,1700.7894
3/9/1988,2765.4265,2581.0963,2233.6281,1703.8365
3/16/1988,2784.1984,2599.1405,2236.8597,1705.8489
3/23/1988,2791.2445,2606.5307,2240.4417,1709.148
3/30/1988,2773.9532,2590.5246,2244.6316,1710.9463
4/6/1988,2805.6509,2621.7034,2255.5434,1721.8666
4/13/1988,2788.6087,2601.4998,2252.1641,1717.552
4/20/1988,2813.1751,2625.0722,2260.3348,1721.5098
4/27/1988,2806.9404,2619.5018,2264.8206,1726.5824
5/4/1988,2831.0237,2644.5862,2269.7546,1731.8333
5/11/1988,2834.6959,2645.9982,2276.9873,1737.2028
5/18/1988,2828.5833,2645.1108,2274.537,1736.5327
5/25/1988,2819.0587,2633.4402,2285.1072,1742.3158
6/1/1988,2862.1981,2676.8009,2288.8787,1746.961
6/8/1988,2845.3697,2655.6714,2292.449,1747.6798
6/15/1988,2885.5219,2696.6439,2297.4716,1750.48
6/22/1988,2857.2168,2665.8449,2300.2575,1756.1861
6/29/1988,2851.2807,2662.5687,2304.3649,1758.9882
7/6/1988,2876.0133,2688.0345,2311.8899,1767.8864
7/13/1988,2871.5659,2680.3377,2311.5616,1767.7238
7/20/1988,2877.638,2686.8626,2314.887,1770.3083
7/27/1988,2883.9405,2691.259,2316.7366,1770.476
8/3/1988,2869.228,2680.8348,2318.4795,1771.0401
8/10/1988,2886.2707,2695.2842,2322.9402,1778.5569
8/17/1988,2874.6428,2687.9319,2322.0087,1778.4895
8/24/1988,2885.8492,2695.8868,2324.6342,1779.7141
8/31/1988,2870.0101,2682.0677,2326.393,1782.1465
9/7/1988,2884.0353,2694.8753,2323.4227,1782.4292
9/14/1988,2874.8575,2682.1435,2325.2625,1782.4766
9/21/1988,2898.6304,2701.19,2332.1254,1788.1608
9/28/1988,2874.8274,2677.4674,2334.0064,1786.7436
10/5/1988,2899.5138,2703.1395,2338.1287,1793.183
10/12/1988,2898.1602,2700.7478,2343.1978,1798.2003
10/19/1988,2900.8325,2702.3322,2340.9269,1796.7909
10/26/1988,2902.1359,2703.7086,2342.8111,1796.6648
11/2/1988,2916.0024,2722.1584,2346.0484,1802.9686
11/9/1988,2900.4471,2705.867,2348.4678,1805.5366
11/16/1988,2920.2762,2728.4556,2356.3346,1808.5615
11/23/1988,2919.6331,2727.4928,2361.1419,1812.7137
11/30/1988,2927.237,2731.2534,2363.4957,1814.3158
12/7/1988,2926.8749,2729.3036,2367.2591,1817.9038
12/14/1988,2928.1302,2733.094,2366.0391,1816.9713
12/21/1988,2926.5728,2733.3101,2370.9734,1820.6208
12/28/1988,2930.1201,2738.9473,2368.9929,1819.1634
1/4/1989,2937.5602,2744.1215,2362.8315,1816.4875
1/11/1989,2944.7761,2748.074,2371.5548,1822.9785
1/18/1989,2935.4519,2739.9137,2378.4006,1829.3855
1/25/1989,2942.0935,2745.32,2379.9314,1831.1598
2/1/1989,2958.2449,2756.8735,2378.9496,1832.3586
2/8/1989,2960.3128,2754.7794,2393.0243,1846.4482
2/15/1989,2964.4004,2757.9506,2398.017,1849.3704
2/22/1989,2974.4334,2768.1356,2395.2787,1848.7876
3/1/1989,2999.4166,2794.3998,2395.7614,1848.3206
3/8/1989,2965.2778,2761.8625,2394.6602,1847.9497
3/15/1989,2991.1748,2787.3413,2401.876,1852.77
3/22/1989,2984.9444,2782.738,2402.8666,1851.687
3/29/1989,2975.3627,2773.4308,2413.0757,1858.6282
4/5/1989,2981.1386,2777.236,2414.3471,1861.7932
4/12/1989,2979.7079,2773.4204,2415.4428,1863.9764
4/19/1989,2986.235,2778.7167,2423.1504,1870.302
4/26/1989,2991.9152,2785.9414,2426.9529,1874.1253
5/3/1989,3005.8945,2801.0583,2428.5876,1876.7189
5/10/1989,2996.8544,2791.3482,2431.5972,1878.9993
5/17/1989,3017.4267,2814.1375,2436.1389,1882.4531
5/24/1989,3014.2207,2811.15,2444.3477,1886.4733
5/31/1989,3024.4221,2819.3941,2446.4596,1890.5749
6/7/1989,3011.3191,2804.1605,2445.1103,1891.7983
6/14/1989,3017.1022,2808.1383,2445.4996,1891.6703
6/21/1989,3024.1265,2815.1693,2452.3032,1896.4994
6/28/1989,3017.8935,2809.8046,2455.8906,1896.5668
7/5/1989,3035.0913,2829.723,2462.4663,1904.9161
7/12/1989,3054.0041,2844.9486,2464.1942,1907.9081
7/19/1989,3029.4138,2822.2041,2468.9486,1914.0231
7/26/1989,3070.9083,2861.6061,2482.9691,1926.1503
8/2/1989,3056.83,2850.1959,2478.1712,1926.5155
8/9/1989,3072.3349,2864.1372,2483.1361,1927.7905
8/16/1989,3063.9323,2858.5079,2486.1477,1931.829
8/23/1989,3080.046,2874.096,2491.1249,1933.9194
8/30/1989,3055.4602,2850.041,2489.8931,1933.785
9/6/1989,3083.7327,2876.5728,2495.7701,1942.61
9/13/1989,3070.9287,2860.4233,2496.1151,1943.3116
9/20/1989,3093.9343,2880.3204,2501.043,1946.0909
9/27/1989,3076.0326,2863.5526,2500.6486,1943.3121
10/4/1989,3093.955,2886.7034,2502.8718,1947.2618
10/11/1989,3091.374,2883.9474,2512.9119,1953.4272
10/18/1989,3096.2322,2887.7235,2516.3328,1952.7353
10/25/1989,3102.4302,2893.7898,2524.8541,1959.1406
11/1/1989,3148.6113,2941.5692,2532.6326,1965.6248
11/8/1989,3100.7633,2894.478,2525.383,1959.6649
11/15/1989,3122.7633,2918.2067,2530.608,1963.7245
11/22/1989,3118.3614,2914.9204,2532.843,1965.3631
11/29/1989,3116.4447,2910.1181,2529.9295,1963.6511
12/6/1989,3125.4525,2917.0671,2536.4902,1966.9453
12/13/1989,3136.1782,2930.0071,2542.872,1969.931
12/20/1989,3132.3993,2926.9709,2540.4654,1969.8702
12/27/1989,3141.0066,2939.0905,2535.8598,1966.883
1/3/1990,3131.6597,2929.1315,2535.1902,1965.0679
1/10/1990,3153.4299,2946.8385,2547.5679,1972.2624
1/17/1990,3152.4564,2948.9715,2551.0698,1974.4795
1/24/1990,3149.551,2944.9614,2558.6051,1975.7002
1/31/1990,3158.5014,2946.5167,2563.2464,1976.5046
2/7/1990,3158.92,2942.2757,2565.9592,1979.0465
2/14/1990,3150.4426,2932.9227,2568.1941,1979.9861
2/21/1990,3176.5437,2960.6225,2576.8436,1987.2816
2/28/1990,3174.0421,2957.2954,2575.7895,1985.0951
3/7/1990,3176.8317,2961.9337,2578.4637,1988.4313
3/14/1990,3185.3502,2971.7706,2578.2833,1986.5241
3/21/1990,3187.7292,2976.1501,2586.1586,1994.5475
3/28/1990,3184.982,2974.5366,2584.0063,1992.0975
4/4/1990,3190.9285,2977.9892,2583.8961,1991.8105
4/11/1990,3191.1419,2976.4317,2590.9447,1997.8071
4/18/1990,3198.947,2981.5385,2597.4606,2002.4291
4/25/1990,3198.924,2984.0385,2599.8413,2001.4556
5/2/1990,3205.84,2991.6598,2600.9333,2002.0559
5/9/1990,3199.1919,2984.3613,2603.3663,2006.4643
5/16/1990,3210.8191,2997.5936,2605.2689,2007.3903
5/23/1990,3209.4501,2998.7132,2611.1007,2009.0955
5/30/1990,3203.3962,2989.6185,2608.9316,2007.1101
6/6/1990,3216.9613,3001.1579,2617.6225,2012.958
6/13/1990,3234.276,3016.663,2622.2334,2015.4213
6/20/1990,3236.5538,3018.2377,2627.2119,2017.7641
6/27/1990,3248.1787,3031.0578,2628.6115,2018.705
7/4/1990,3235.0954,3021.8219,2620.1437,2012.4261
7/11/1990,3245.4016,3027.9405,2626.9487,2016.5728
7/18/1990,3244.0416,3027.1043,2633.4611,2021.5746
7/25/1990,3267.8777,3051.2896,2633.8375,2022.4676
8/1/1990,3271.7992,3057.6443,2635.0344,2023.8432
8/8/1990,3272.0172,3057.1591,2634.6866,2025.027
8/15/1990,3300.4053,3087.1402,2642.8878,2030.4569
8/22/1990,3291.1693,3077.4272,2644.4166,2032.0536
8/29/1990,3262.7442,3049.2304,2642.0148,2025.8731
9/5/1990,3299.7327,3086.3339,2646.1056,2032.2587
9/12/1990,3266.0875,3047.703,2644.99,2030.0342
9/19/1990,3283.2359,3060.8769,2649.4698,2030.3666
9/26/1990,3269.2117,3047.9627,2645.8669,2031.3824
10/3/1990,3281.0124,3062.1423,2648.66,2035.0421
10/10/1990,3285.8297,3067.0459,2652.7542,2037.8918
10/17/1990,3254.0185,3035.3841,2654.2908,2037.8017
10/24/1990,3273.5832,3056.0108,2659.4849,2042.4441
10/31/1990,3285.8932,3067.7123,2660.8656,2041.8186
11/7/1990,3264.7424,3046.6782,2659.7034,2040.5173
11/14/1990,3300.5091,3083.5908,2661.9564,2042.4679
11/21/1990,3283.6986,3068.3655,2663.9198,2044.8915
11/28/1990,3270.9991,3052.313,2660.1371,2043.0104
12/5/1990,3280.2027,3059.5663,2669.4227,2052.9921
12/12/1990,3295.965,3076.764,2674.4546,2054.2707
12/19/1990,3276.1658,3057.6951,2674.929,2054.8135
12/26/1990,3287.7587,3069.527,2678.2636,2054.3094
1/2/1991,3286.1598,3063.7967,2664.2685,2046.4043
1/9/1991,3275.2473,3056.176,2667.439,2045.8682
1/16/1991,3253.1586,3030.1384,2669.8498,2046.7938
1/23/1991,3299.3479,3081.5722,2678.6838,2050.7836
1/30/1991,3263.8746,3042.8159,2671.2137,2045.2668
2/6/1991,3297.3268,3072.8227,2674.3802,2048.6697
2/13/1991,3280.5753,3053.0925,2678.1,2049.2752
2/20/1991,3304.209,3076.1165,2684.1815,2055.6126
2/27/1991,3287.0491,3058.6411,2685.8191,2055.4721
3/6/1991,3301.166,3075.8006,2689.8224,2055.4237
3/13/1991,3300.6779,3074.8001,2696.6674,2059.3116
3/20/1991,3311.2122,3087.6624,2700.471,2057.7026
3/27/1991,3299.3207,3074.3844,2700.0145,2057.6004
4/3/1991,3302.5547,3079.5682,2699.4533,2054.292
4/10/1991,3300.112,3074.2156,2697.3475,2055.663
4/17/1991,3298.7673,3071.9643,2697.2243,2054.6777
4/24/1991,3283.6567,3057.8779,2700.1147,2055.9126
5/1/1991,3331.3375,3105.8335,2704.8637,2058.0105
5/8/1991,3280.4899,3054.8215,2698.1294,2052.0808
5/15/1991,3321.7641,3094.6342,2702.628,2053.7772
5/22/1991,3285.3287,3060.4965,2703.8893,2053.9707
5/29/1991,3298.7547,3069.0896,2705.6798,2054.8981
6/5/1991,3297.0066,3069.9207,2707.2199,2055.1125
6/12/1991,3310.4076,3078.8897,2712.6138,2054.895
6/19/1991,3291.0093,3062.8865,2708.7928,2050.8983
6/26/1991,3332.0627,3103.6499,2718.502,2055.7324
7/3/1991,3281.608,3053.6423,2707.4268,2044.7112
7/10/1991,3305.3766,3075.6727,2714.3154,2048.1315
7/17/1991,3279.5685,3050.6834,2707.9727,2041.3609
7/24/1991,3303.512,3072.9142,2711.8999,2043.4142
7/31/1991,3314.3895,3085.5003,2713.8363,2041.6233
8/7/1991,3310.5459,3081.9383,2709.5228,2037.4805
8/14/1991,3295.9193,3066.8951,2708.0978,2035.1537
8/21/1991,3318.1234,3090.5984,2711.7739,2036.3483
8/28/1991,3299.8625,3069.0087,2711.6252,2035.7854
9/4/1991,3325.1105,3094.8395,2715.0496,2035.6747
9/11/1991,3293.7171,3059.9343,2718.0929,2034.3118
9/18/1991,3326.933,3093.472,2723.5531,2037.8207
9/25/1991,3326.9913,3091.7224,2724.4248,2036.9656
10/2/1991,3338.2647,3104.9345,2728.5684,2035.4521
10/9/1991,3309.7536,3076.676,2733.2765,2036.5919
10/16/1991,3363.8416,3132.3585,2740.4898,2041.2657
10/23/1991,3335.887,3106.2302,2740.706,2038.0787
10/30/1991,3339.3563,3111.4776,2742.4365,2035.4015
11/6/1991,3341.6258,3112.3634,2746.0766,2036.6983
11/13/1991,3377.8716,3145.5807,2754.0083,2040.5578
11/20/1991,3352.0998,3119.5115,2753.4692,2039.1997
11/27/1991,3375.5243,3138.9689,2759.457,2040.3634
12/4/1991,3359.9741,3123.1817,2759.0805,2040.2599
12/11/1991,3382.5403,3144.3584,2765.9646,2043.2728
12/18/1991,3354.4097,3118.2514,2768.4969,2043.0841
12/25/1991,3398.9087,3163.0904,2777.5946,2046.3084
1/1/1992,3356.9148,3114.5416,2774.1656,2042.2825
1/8/1992,3379.0633,3144.9442,2774.4744,2041.4741
1/15/1992,3396.2561,3160.7062,2774.9566,2040.462
1/22/1992,3406.9012,3172.5911,2778.853,2041.704
1/29/1992,3384.0669,3148.5729,2780.8872,2043.4619
2/5/1992,3405.7686,3168.572,2790.2251,2045.2495
2/12/1992,3392.7078,3152.1273,2781.6146,2038.2486
2/19/1992,3410.0563,3167.8118,2782.9371,2038.7534
2/26/1992,3382.5248,3138.9911,2779.3248,2036.0936
3/4/1992,3408.0968,3168.4611,2785.435,2038.7212
3/11/1992,3398.1225,3157.3591,2786.2041,2037.3214
3/18/1992,3392.9018,3153.5066,2782.5127,2034.2067
3/25/1992,3403.4455,3162.1121,2791.7937,2038.308
4/1/1992,3426.5139,3185.5048,2795.7702,2046.7309
4/8/1992,3393.1225,3151.4121,2791.8693,2039.9274
4/15/1992,3448.9089,3205.3028,2803.0336,2044.6176
4/22/1992,3402.1885,3157.4854,2795.1239,2036.5635
4/29/1992,3387.6245,3141.2252,2792.4916,2037.347
5/6/1992,3397.424,3153.6531,2801.0405,2038.4662
5/13/1992,3401.8789,3155.5322,2806.6224,2038.9294
5/20/1992,3400.3786,3157.556,2800.2037,2036.7864
5/27/1992,3413.1325,3166.0812,2800.387,2033.7858
6/3/1992,3386.7805,3144.2289,2799.4139,2030.8101
6/10/1992,3417.0416,3172.1948,2804.8182,2032.0461
6/17/1992,3391.8434,3146.8489,2803.6593,2031.2543
6/24/1992,3416.6978,3170.56,2808.9554,2030.7227
7/1/1992,3437.6746,3188.7946,2809.7662,2031.4963
7/8/1992,3398.5747,3148.0192,2809.0723,2027.8037
7/15/1992,3421.4427,3169.7592,2815.0711,2030.2917
7/22/1992,3417.9156,3164.1301,2816.0556,2026.1307
7/29/1992,3383.0967,3129.442,2807.1373,2022.418
8/5/1992,3427.3469,3174.6035,2819.2267,2024.4676
8/12/1992,3412.265,3155.9437,2820.1506,2023.7243
8/19/1992,3414.2052,3161.0935,2819.0659,2022.3443
8/26/1992,3422.7547,3165.0594,2823.0473,2025.5112
9/2/1992,3430.1336,3170.6491,2827.317,2028.1067
9/9/1992,3426.9833,3167.2564,2828.7176,2028.3168
9/16/1992,3452.8704,3193.341,2831.1603,2032.8803
9/23/1992,3417.7654,3157.3379,2832.5453,2030.6021
9/30/1992,3453.4783,3191.486,2843.1017,2035.2257
10/7/1992,3425.8447,3166.0936,2835.492,2029.4577
10/14/1992,3459.1486,3198.9385,2840.5026,2031.6781
10/21/1992,3435.4073,3177.0238,2838.7325,2029.7411
10/28/1992,3438.4865,3180.4495,2840.8709,2032.8621
11/4/1992,3447.0782,3187.7024,2842.5913,2031.3022
11/11/1992,3468.8481,3204.0855,2848.303,2032.6017
11/18/1992,3438.2077,3173.2869,2844.8918,2028.5868
11/25/1992,3474.5077,3207.2025,2852.0292,2034.0728
12/2/1992,3456.5433,3187.7313,2853.8791,2031.9842
12/9/1992,3469.3963,3203.3279,2858.2341,2036.338
12/16/1992,3458.1072,3190.7088,2856.971,2035.2542
12/23/1992,3478.4814,3211.6473,2862.4319,2035.5569
12/30/1992,3444.9782,3166.0776,2867.018,2035.554
1/6/1993,3466.5191,3193.8065,2859.56,2035.3965
1/13/1993,3446.3255,3174.7328,2857.825,2033.9126
1/20/1993,3449.1825,3181.2443,2859.6658,2038.094
1/27/1993,3436.9268,3171.9998,2856.147,2034.6111
2/3/1993,3463.8855,3196.4892,2869.2309,2035.8223
2/10/1993,3453.1745,3184.3785,2866.4568,2035.8764
2/17/1993,3466.0683,3195.0721,2869.8011,2036.7994
2/24/1993,3433.9638,3163.0323,2869.3101,2033.9595
3/3/1993,3476.9015,3205.7226,2875.3192,2037.5343
3/10/1993,3462.2772,3190.622,2876.2248,2034.8481
3/17/1993,3473.5206,3202.046,2884.3244,2037.4971
3/24/1993,3475.7912,3203.7963,2882.442,2032.0988
3/31/1993,3497.1534,3220.1648,2891.1292,2035.8497
4/7/1993,3486.381,3210.0412,2888.285,2034.3096
4/14/1993,3490.2853,3210.3075,2889.2163,2033.0404
4/21/1993,3471.711,3196.1396,2891.1812,2032.4307
4/28/1993,3491.2498,3215.4494,2898.2551,2038.6748
5/5/1993,3497.0609,3221.8025,2900.3111,2040.4198
5/12/1993,3525.0981,3246.664,2907.5018,2048.2471
5/19/1993,3503.5929,3228.3973,2906.5909,2047.2852
5/26/1993,3527.9008,3249.5775,2912.1688,2053.332
6/2/1993,3534.5692,3259.8642,2923.8887,2056.9806
6/9/1993,3553.3337,3278.7601,2924.4281,2056.1728
6/16/1993,3544.1844,3268.737,2924.6456,2056.189
6/23/1993,3556.6697,3281.1012,2927.4817,2053.9584
6/30/1993,3544.7756,3262.4793,2940.8297,2068.0594
7/7/1993,3590.9505,3308.7551,2943.6475,2065.176
7/14/1993,3566.4372,3282.9331,2940.4965,2060.8412
7/21/1993,3579.3337,3294.3224,2944.131,2062.0692
7/28/1993,3561.0422,3275.1756,2943.8639,2065.6442
8/4/1993,3585.7375,3300.0732,2957.817,2072.0395
8/11/1993,3581.0221,3291.0369,2954.1456,2070.488
8/18/1993,3578.4132,3288.938,2954.1388,2068.2969
8/25/1993,3578.5606,3289.1991,2951.3743,2071.5226
9/1/1993,3606.5943,3316.2709,2952.5831,2074.3269
9/8/1993,3574.9487,3284.6249,2952.9019,2070.4546
9/15/1993,3632.73,3342.1057,2963.9558,2077.6814
9/22/1993,3581.2197,3290.7064,2962.0957,2071.5359
9/29/1993,3595.7384,3304.913,2963.4357,2078.8773
10/6/1993,3576.6097,3286.2514,2961.9113,2078.289
10/13/1993,3591.9089,3302.1068,2965.3978,2080.5997
10/20/1993,3581.5628,3291.4885,2962.4645,2080.1255
10/27/1993,3594.6269,3304.8911,2962.5471,2082.7124
11/3/1993,3581.4628,3288.1466,2966.5152,2083.6904
11/10/1993,3596.0564,3297.9208,2976.6427,2086.8634
11/17/1993,3577.3764,3277.8319,2970.2234,2086.9941
11/24/1993,3611.3839,3313.4084,2973.2637,2089.1939
12/1/1993,3622.9106,3322.3348,2985.7333,2099.945
12/8/1993,3617.5985,3320.2473,2986.0686,2095.9569
12/15/1993,3631.9747,3332.1108,2993.9918,2102.3627
12/22/1993,3611.8773,3312.879,2993.2141,2099.3665
12/29/1993,3599.9504,3291.8789,2996.8191,2103.3248
1/5/1994,3646.4421,3333.2661,3010.9047,2107.0182
1/12/1994,3655.4243,3346.7883,3011.6175,2108.2951
1/19/1994,3666.3711,3360.1261,3006.022,2105.8363
1/26/1994,3649.8564,3351.7362,2998.3478,2104.6963
2/2/1994,3668.5615,3368.888,3002.2063,2109.7992
2/9/1994,3672.4287,3372.5007,3007.1508,2115.635
2/16/1994,3661.8144,3356.1009,3008.0667,2113.6603
2/23/1994,3666.5183,3360.3637,3002.2947,2109.1104
3/2/1994,3683.2252,3378.0542,3020.9769,2120.0793
3/9/1994,3666.4325,3357.5312,3027.7514,2121.4161
3/16/1994,3690.2042,3377.5269,3034.6038,2128.7065
3/23/1994,3702.879,3385.9843,3042.4102,2130.5816
3/30/1994,3710.9538,3387.9066,3051.3146,2134.6911
4/6/1994,3710.1652,3402.0312,3058.2274,2138.7164
4/13/1994,3699.5028,3392.5166,3055.1116,2136.2156
4/20/1994,3689.0385,3383.7483,3060.0617,2142.3125
4/27/1994,3704.1681,3401.6139,3056.2999,2141.9098
5/4/1994,3697.2875,3395.1694,3054.4167,2142.9287
5/11/1994,3726.8048,3422.8814,3062.2193,2147.8
5/18/1994,3707.8574,3403.9312,3059.754,2147.6954
5/25/1994,3725.3527,3421.455,3064.4842,2151.4734
6/1/1994,3737.0614,3433.6507,3066.6719,2155.7571
6/8/1994,3712.032,3410.8457,3064.7281,2154.6536
6/15/1994,3731.4103,3428.721,3079.5027,2160.8746
6/22/1994,3726.9923,3427.6822,3078.9975,2160.9232
6/29/1994,3727.8576,3421.3233,3085.0384,2165.4563
7/6/1994,3762.5841,3457.0536,3095.8931,2173.064
7/13/1994,3762.233,3456.0875,3102.1386,2179.9788
7/20/1994,3768.4773,3459.4962,3105.9231,2188.617
7/27/1994,3780.1288,3469.7929,3109.9576,2192.1683
8/3/1994,3764.0825,3453.6804,3103.8176,2192.8092
8/10/1994,3770.0839,3458.5496,3108.652,2196.6373
8/17/1994,3769.7405,3456.8717,3115.6805,2203.4728
8/24/1994,3790.0312,3478.1729,3118.9612,2206.6607
