DATE,ICSA,CCNSA
1/7/1967,208000,1594000
1/14/1967,207000,1563000
1/21/1967,217000,1551000
1/28/1967,204000,1533000
2/4/1967,216000,1534000
2/11/1967,229000,1557000
2/18/1967,229000,1579000
2/25/1967,242000,1625000
3/4/1967,310000,1621000
3/11/1967,241000,1577000
3/18/1967,245000,1525000
3/25/1967,247000,1505000
4/1/1967,259000,1470000
4/8/1967,257000,1410000
4/15/1967,299000,1386000
4/22/1967,245000,1342000
4/29/1967,255000,1302000
5/6/1967,254000,1242000
5/13/1967,231000,1169000
5/20/1967,230000,1129000
5/27/1967,228000,1062000
6/3/1967,248000,1085000
6/10/1967,238000,1038000
6/17/1967,224000,1023000
6/24/1967,218000,1008000
7/1/1967,209000,980000
7/8/1967,240000,1139000
7/15/1967,241000,1212000
7/22/1967,240000,1184000
7/29/1967,209000,1205000
8/5/1967,221000,1174000
8/12/1967,202000,1132000
8/19/1967,215000,1064000
8/26/1967,213000,994000
9/2/1967,218000,931000
9/9/1967,231000,938000
9/16/1967,220000,891000
9/23/1967,209000,878000
9/30/1967,204000,860000
10/7/1967,231000,859000
10/14/1967,206000,901000
10/21/1967,223000,891000
10/28/1967,207000,893000
11/4/1967,222000,920000
11/11/1967,214000,951000
11/18/1967,198000,952000
11/25/1967,191000,1062000
12/2/1967,196000,1089000
12/9/1967,221000,1127000
12/16/1967,204000,1201000
12/23/1967,219000,1260000
12/30/1967,216000,1484000
1/6/1968,222000,1618000
1/13/1968,222000,1647000
1/20/1968,221000,1649000
1/27/1968,198000,1602000
2/3/1968,244000,1591000
2/10/1968,210000,1572000
2/17/1968,196000,1541000
2/24/1968,193000,1575000
3/2/1968,190000,1513000
3/9/1968,204000,1469000
3/16/1968,190000,1421000
3/23/1968,200000,1358000
3/30/1968,192000,1288000
4/6/1968,191000,1202000
4/13/1968,171000,1174000
4/20/1968,183000,1123000
4/27/1968,251000,1112000
5/4/1968,209000,1040000
5/11/1968,194000,1006000
5/18/1968,199000,966000
5/25/1968,194000,923000
6/1/1968,199000,916000
6/8/1968,192000,921000
6/15/1968,194000,883000
6/22/1968,189000,872000
6/29/1968,194000,858000
7/6/1968,214000,982000
7/13/1968,186000,1022000
7/20/1968,180000,975000
7/27/1968,205000,975000
8/3/1968,206000,1012000
8/10/1968,218000,1021000
8/17/1968,192000,994000
8/24/1968,193000,935000
8/31/1968,188000,845000
9/7/1968,189000,836000
9/14/1968,195000,805000
9/21/1968,191000,786000
9/28/1968,189000,785000
10/5/1968,185000,788000
10/12/1968,186000,790000
10/19/1968,191000,791000
10/26/1968,182000,797000
11/2/1968,181000,804000
11/9/1968,183000,839000
11/16/1968,192000,909000
11/23/1968,199000,922000
11/30/1968,162000,1002000
12/7/1968,188000,1033000
12/14/1968,195000,1074000
12/21/1968,192000,1083000
12/28/1968,223000,1352000
1/4/1969,190000,1532000
1/11/1969,191000,1509000
1/18/1969,192000,1469000
1/25/1969,193000,1474000
2/1/1969,203000,1487000
2/8/1969,197000,1440000
2/15/1969,192000,1498000
2/22/1969,192000,1461000
3/1/1969,201000,1437000
3/8/1969,191000,1400000
3/15/1969,189000,1342000
3/22/1969,181000,1279000
3/29/1969,183000,1200000
4/5/1969,182000,1197000
4/12/1969,190000,1145000
4/19/1969,187000,1089000
4/26/1969,177000,1019000
5/3/1969,177000,974000
5/10/1969,183000,945000
5/17/1969,179000,916000
5/24/1969,180000,883000
5/31/1969,187000,855000
6/7/1969,192000,848000
6/14/1969,182000,844000
6/21/1969,191000,843000
6/28/1969,203000,854000
7/5/1969,227000,949000
7/12/1969,210000,1033000
7/19/1969,206000,1012000
7/26/1969,192000,1041000
8/2/1969,196000,1061000
8/9/1969,203000,1023000
8/16/1969,199000,962000
8/23/1969,199000,912000
8/30/1969,195000,870000
9/6/1969,182000,872000
9/13/1969,209000,848000
9/20/1969,195000,823000
9/27/1969,193000,821000
10/4/1969,193000,830000
10/11/1969,200000,832000
10/18/1969,199000,864000
10/25/1969,205000,879000
11/1/1969,198000,902000
11/8/1969,211000,935000
11/15/1969,197000,1007000
11/22/1969,217000,1025000
11/29/1969,202000,1152000
12/6/1969,202000,1193000
12/13/1969,222000,1251000
12/20/1969,232000,1273000
12/27/1969,223000,1534000
1/3/1970,230000,1787000
1/10/1970,242000,1835000
1/17/1970,268000,1848000
1/24/1970,256000,1872000
1/31/1970,239000,1860000
2/7/1970,256000,1831000
2/14/1970,265000,1924000
2/21/1970,271000,1869000
2/28/1970,242000,1869000
3/7/1970,262000,1833000
3/14/1970,271000,1808000
3/21/1970,264000,1788000
3/28/1970,276000,1775000
4/4/1970,273000,1762000
4/11/1970,305000,1739000
4/18/1970,374000,1767000
4/25/1970,349000,1805000
5/2/1970,334000,1774000
5/9/1970,318000,1738000
5/16/1970,303000,1689000
5/23/1970,296000,1639000
5/30/1970,301000,1579000
6/6/1970,301000,1582000
6/13/1970,298000,1574000
6/20/1970,296000,1578000
6/27/1970,291000,1579000
7/4/1970,277000,1628000
7/11/1970,288000,1759000
7/18/1970,294000,1774000
7/25/1970,287000,1801000
8/1/1970,261000,1790000
8/8/1970,266000,1767000
8/15/1970,300000,1748000
8/22/1970,303000,1706000
8/29/1970,297000,1646000
9/5/1970,324000,1577000
9/12/1970,292000,1643000
9/19/1970,325000,1585000
9/26/1970,333000,1597000
10/3/1970,350000,1640000
10/10/1970,327000,1672000
10/17/1970,334000,1728000
10/24/1970,330000,1758000
10/31/1970,327000,1773000
11/7/1970,336000,1854000
11/14/1970,314000,2007000
11/21/1970,314000,1980000
11/28/1970,337000,2186000
12/5/1970,308000,2214000
12/12/1970,306000,2223000
12/19/1970,289000,2254000
12/26/1970,321000,2446000
1/2/1971,303000,2757000
1/9/1971,288000,2829000
1/16/1971,299000,2798000
1/23/1971,312000,2794000
1/30/1971,292000,2781000
2/6/1971,296000,2761000
2/13/1971,282000,2744000
2/20/1971,268000,2782000
2/27/1971,290000,2717000
3/6/1971,297000,2703000
3/13/1971,287000,2634000
3/20/1971,291000,2561000
3/27/1971,300000,2505000
4/3/1971,299000,2406000
4/10/1971,279000,2374000
4/17/1971,284000,2323000
4/24/1971,288000,2226000
5/1/1971,290000,2144000
5/8/1971,293000,2077000
5/15/1971,284000,2030000
5/22/1971,295000,1989000
5/29/1971,299000,1918000
6/5/1971,301000,1947000
6/12/1971,295000,1902000
6/19/1971,299000,1883000
6/26/1971,291000,1870000
7/3/1971,277000,1846000
7/10/1971,264000,2006000
7/17/1971,313000,1979000
7/24/1971,304000,1997000
7/31/1971,308000,2020000
8/7/1971,349000,2015000
8/14/1971,325000,1985000
8/21/1971,320000,1895000
8/28/1971,307000,1817000
9/4/1971,359000,1756000
9/11/1971,312000,1801000
9/18/1971,302000,1733000
9/25/1971,308000,1713000
10/2/1971,299000,1690000
10/9/1971,313000,1692000
10/16/1971,299000,1724000
10/23/1971,294000,1693000
10/30/1971,283000,1746000
11/6/1971,301000,1787000
11/13/1971,295000,1828000
11/20/1971,274000,1814000
11/27/1971,278000,2015000
12/4/1971,299000,2053000
12/11/1971,280000,2110000
12/18/1971,269000,2147000
12/25/1971,244000,2245000
1/1/1972,279000,2485000
1/8/1972,295000,2529000
1/15/1972,250000,2527000
1/22/1972,263000,2516000
1/29/1972,269000,2529000
2/5/1972,276000,2506000
2/12/1972,266000,2551000
2/19/1972,258000,2470000
2/26/1972,254000,2474000
3/4/1972,257000,2413000
3/11/1972,264000,2360000
3/18/1972,266000,2298000
3/25/1972,264000,2203000
4/1/1972,258000,2176000
4/8/1972,274000,2116000
4/15/1972,259000,2048000
4/22/1972,259000,1966000
4/29/1972,265000,1890000
5/6/1972,271000,1836000
5/13/1972,266000,1770000
5/20/1972,267000,1731000
5/27/1972,267000,1664000
6/3/1972,264000,1673000
6/10/1972,268000,1637000
6/17/1972,275000,1619000
6/24/1972,286000,1633000
7/1/1972,350000,1645000
7/8/1972,297000,1834000
7/15/1972,318000,1848000
7/22/1972,276000,1835000
7/29/1972,247000,1796000
8/5/1972,250000,1705000
8/12/1972,246000,1633000
8/19/1972,256000,1554000
8/26/1972,262000,1500000
9/2/1972,258000,1433000
9/9/1972,259000,1447000
9/16/1972,258000,1388000
9/23/1972,255000,1369000
9/30/1972,251000,1340000
10/7/1972,263000,1330000
10/14/1972,250000,1366000
10/21/1972,257000,1342000
10/28/1972,234000,1383000
11/4/1972,255000,1377000
11/11/1972,242000,1457000
11/18/1972,271000,1445000
11/25/1972,235000,1620000
12/2/1972,226000,1607000
12/9/1972,252000,1678000
12/16/1972,263000,1789000
12/23/1972,246000,1759000
12/30/1972,225000,2026000
1/6/1973,226000,2121000
1/13/1973,245000,2170000
1/20/1973,229000,2122000
1/27/1973,214000,2111000
2/3/1973,228000,2079000
2/10/1973,226000,2063000
2/17/1973,216000,2061000
2/24/1973,218000,2081000
3/3/1973,225000,2018000
3/10/1973,229000,1977000
3/17/1973,228000,1924000
3/24/1973,232000,1855000
3/31/1973,222000,1790000
4/7/1973,247000,1742000
4/14/1973,230000,1684000
4/21/1973,243000,1681000
4/28/1973,236000,1595000
5/5/1973,248000,1539000
5/12/1973,238000,1497000
5/19/1973,237000,1465000
5/26/1973,238000,1407000
6/2/1973,232000,1426000
6/9/1973,246000,1391000
6/16/1973,237000,1399000
6/23/1973,242000,1389000
6/30/1973,237000,1346000
7/7/1973,248000,1494000
7/14/1973,232000,1536000
7/21/1973,241000,1496000
7/28/1973,250000,1495000
8/4/1973,256000,1501000
8/11/1973,265000,1515000
8/18/1973,258000,1457000
8/25/1973,254000,1409000
9/1/1973,242000,1325000
9/8/1973,252000,1354000
9/15/1973,245000,1297000
9/22/1973,246000,1276000
9/29/1973,249000,1270000
10/6/1973,236000,1252000
10/13/1973,246000,1303000
10/20/1973,249000,1284000
10/27/1973,235000,1332000
11/3/1973,246000,1339000
11/10/1973,282000,1419000
11/17/1973,254000,1430000
11/24/1973,233000,1600000
12/1/1973,256000,1630000
12/8/1973,266000,1715000
12/15/1973,272000,1821000
12/22/1973,326000,1872000
12/29/1973,300000,2160000
1/5/1974,269000,2523000
1/12/1974,340000,2529000
1/19/1974,321000,2618000
1/26/1974,291000,2567000
2/2/1974,302000,2558000
2/9/1974,369000,2604000
2/16/1974,311000,2656000
2/23/1974,292000,2676000
3/2/1974,301000,2590000
3/9/1974,305000,2577000
3/16/1974,315000,2533000
3/23/1974,314000,2477000
3/30/1974,323000,2404000
4/6/1974,296000,2327000
4/13/1974,297000,2274000
4/20/1974,296000,2227000
4/27/1974,283000,2111000
5/4/1974,287000,2038000
5/11/1974,296000,1977000
5/18/1974,298000,1943000
5/25/1974,309000,1855000
6/1/1974,278000,1898000
6/8/1974,314000,1854000
6/15/1974,303000,1867000
6/22/1974,308000,1833000
6/29/1974,325000,1783000
7/6/1974,311000,1994000
7/13/1974,304000,2039000
7/20/1974,303000,1985000
7/27/1974,320000,1949000
8/3/1974,335000,1971000
8/10/1974,347000,1961000
8/17/1974,332000,1899000
8/24/1974,343000,1836000
8/31/1974,350000,1763000
9/7/1974,350000,1815000
9/14/1974,357000,1786000
9/21/1974,370000,1757000
9/28/1974,366000,1772000
10/5/1974,371000,1792000
10/12/1974,413000,1857000
10/19/1974,389000,1980000
10/26/1974,414000,2005000
11/2/1974,406000,2104000
11/9/1974,441000,2229000
11/16/1974,449000,2437000
11/23/1974,518000,2437000
11/30/1974,474000,2973000
12/7/1974,528000,3152000
12/14/1974,510000,3354000
12/21/1974,521000,3322000
12/28/1974,537000,3951000
1/4/1975,456000,4603000
1/11/1975,554000,4582000
1/18/1975,575000,4769000
1/25/1975,555000,4871000
2/1/1975,559000,4874000
2/8/1975,545000,4995000
2/15/1975,530000,5037000
2/22/1975,544000,5229000
3/1/1975,546000,5173000
3/8/1975,551000,5206000
3/15/1975,531000,5141000
3/22/1975,550000,5021000
3/29/1975,555000,5020000
4/5/1975,537000,4959000
4/12/1975,520000,4867000
4/19/1975,531000,4783000
4/26/1975,513000,4657000
5/3/1975,505000,4559000
5/10/1975,507000,4439000
5/17/1975,514000,4339000
5/24/1975,493000,4039000
5/31/1975,475000,4195000
6/7/1975,529000,4048000
6/14/1975,497000,4033000
6/21/1975,497000,3904000
6/28/1975,459000,3525000
7/5/1975,423000,3859000
7/12/1975,446000,3906000
7/19/1975,445000,3998000
7/26/1975,454000,3801000
8/2/1975,454000,3708000
8/9/1975,459000,3655000
8/16/1975,444000,3476000
8/23/1975,457000,3366000
8/30/1975,446000,3134000
9/6/1975,447000,3182000
9/13/1975,456000,3092000
9/20/1975,433000,3025000
9/27/1975,445000,2985000
10/4/1975,426000,2964000
10/11/1975,429000,2840000
10/18/1975,404000,2962000
10/25/1975,426000,2926000
11/1/1975,414000,2920000
11/8/1975,415000,2902000
11/15/1975,386000,3090000
11/22/1975,401000,2905000
11/29/1975,387000,3285000
12/6/1975,373000,3287000
12/13/1975,368000,3314000
12/20/1975,365000,3134000
12/27/1975,391000,3485000
1/3/1976,362000,4111000
1/10/1976,402000,3964000
1/17/1976,370000,3892000
1/24/1976,363000,3871000
1/31/1976,359000,3780000
2/7/1976,353000,3756000
2/14/1976,344000,3737000
2/21/1976,347000,3755000
2/28/1976,349000,3640000
3/6/1976,348000,3599000
3/13/1976,360000,3485000
3/20/1976,368000,3399000
3/27/1976,366000,3276000
4/3/1976,380000,3198000
4/10/1976,373000,3090000
4/17/1976,361000,3053000
4/24/1976,367000,2977000
5/1/1976,385000,2902000
5/8/1976,395000,2839000
5/15/1976,382000,2776000
5/22/1976,394000,2704000
5/29/1976,402000,2584000
6/5/1976,382000,2694000
6/12/1976,407000,2628000
6/19/1976,399000,2655000
6/26/1976,387000,2627000
7/3/1976,394000,2600000
7/10/1976,372000,2878000
7/17/1976,406000,2895000
7/24/1976,394000,2848000
7/31/1976,388000,2797000
8/7/1976,378000,2769000
8/14/1976,382000,2701000
8/21/1976,400000,2621000
8/28/1976,394000,2587000
9/4/1976,421000,2412000
9/11/1976,383000,2538000
9/18/1976,403000,2443000
9/25/1976,423000,2443000
10/2/1976,408000,2412000
10/9/1976,411000,2388000
10/16/1976,403000,2491000
10/23/1976,409000,2480000
10/30/1976,414000,2515000
11/6/1976,390000,2513000
11/13/1976,383000,2690000
11/20/1976,408000,2574000
11/27/1976,377000,2901000
12/4/1976,402000,2936000
12/11/1976,395000,3005000
12/18/1976,365000,2915000
12/25/1976,333000,3047000
1/1/1977,380000,3529000
1/8/1977,416000,3542000
1/15/1977,368000,3582000
1/22/1977,423000,3679000
1/29/1977,422000,3721000
2/5/1977,565000,3781000
2/12/1977,477000,3744000
2/19/1977,399000,3576000
2/26/1977,362000,3564000
3/5/1977,361000,3395000
3/12/1977,355000,3314000
3/19/1977,369000,3173000
3/26/1977,356000,3050000
4/2/1977,350000,2930000
4/9/1977,376000,2907000
4/16/1977,361000,2790000
4/23/1977,375000,2693000
4/30/1977,375000,2584000
5/7/1977,384000,2505000
5/14/1977,381000,2463000
5/21/1977,375000,2408000
5/28/1977,381000,2291000
6/4/1977,363000,2389000
6/11/1977,358000,2302000
6/18/1977,359000,2307000
6/25/1977,365000,2265000
7/2/1977,350000,2215000
7/9/1977,361000,2467000
7/16/1977,366000,2519000
7/23/1977,365000,2468000
7/30/1977,365000,2455000
8/6/1977,378000,2439000
8/13/1977,359000,2406000
8/20/1977,367000,2336000
8/27/1977,365000,2241000
9/3/1977,374000,2096000
9/10/1977,359000,2181000
9/17/1977,362000,2089000
9/24/1977,380000,2058000
10/1/1977,348000,2023000
10/8/1977,365000,1984000
10/15/1977,358000,2096000
10/22/1977,375000,2076000
10/29/1977,349000,2126000
11/5/1977,366000,2080000
11/12/1977,334000,2261000
11/19/1977,360000,2131000
11/26/1977,354000,2483000
12/3/1977,367000,2446000
12/10/1977,364000,2540000
12/17/1977,359000,2571000
12/24/1977,344000,2594000
12/31/1977,364000,2949000
1/7/1978,346000,3167000
1/14/1978,343000,3053000
1/21/1978,352000,3243000
1/28/1978,363000,3321000
2/4/1978,360000,3143000
2/11/1978,373000,3391000
2/18/1978,429000,3261000
2/25/1978,371000,3294000
3/4/1978,355000,3150000
3/11/1978,359000,3063000
3/18/1978,347000,2897000
3/25/1978,335000,2812000
4/1/1978,333000,2683000
4/8/1978,345000,2548000
4/15/1978,309000,2420000
4/22/1978,319000,2324000
4/29/1978,324000,2224000
5/6/1978,334000,2151000
5/13/1978,322000,2092000
5/20/1978,334000,2052000
5/27/1978,318000,1934000
6/3/1978,310000,2012000
6/10/1978,331000,1961000
6/17/1978,326000,1974000
6/24/1978,330000,1973000
7/1/1978,348000,1918000
7/8/1978,356000,2255000
7/15/1978,352000,2295000
7/22/1978,349000,2255000
7/29/1978,346000,2248000
8/5/1978,365000,2293000
8/12/1978,354000,2288000
8/19/1978,343000,2204000
8/26/1978,333000,2098000
9/2/1978,313000,1936000
9/9/1978,337000,1962000
9/16/1978,322000,1864000
9/23/1978,323000,1831000
9/30/1978,318000,1767000
10/7/1978,343000,1739000
10/14/1978,316000,1862000
10/21/1978,338000,1819000
10/28/1978,316000,1847000
11/4/1978,317000,1812000
11/11/1978,304000,1918000
11/18/1978,342000,1854000
11/25/1978,359000,2204000
12/2/1978,377000,2220000
12/9/1978,344000,2312000
12/16/1978,347000,2360000
12/23/1978,352000,2332000
12/30/1978,358000,2719000
1/6/1979,359000,3041000
1/13/1979,392000,2980000
1/20/1979,337000,3064000
1/27/1979,342000,3061000
2/3/1979,348000,3039000
2/10/1979,359000,3018000
2/17/1979,367000,3013000
2/24/1979,360000,3146000
3/3/1979,355000,3033000
3/10/1979,363000,2900000
3/17/1979,359000,2771000
3/24/1979,353000,2660000
3/31/1979,360000,2556000
4/7/1979,465000,2504000
4/14/1979,457000,2542000
4/21/1979,383000,2446000
4/28/1979,357000,2317000
5/5/1979,353000,2195000
5/12/1979,344000,2127000
5/19/1979,346000,2067000
5/26/1979,349000,1970000
6/2/1979,336000,2052000
6/9/1979,365000,1987000
6/16/1979,351000,1997000
6/23/1979,379000,2010000
6/30/1979,369000,1958000
7/7/1979,368000,2277000
7/14/1979,368000,2333000
7/21/1979,395000,2278000
7/28/1979,386000,2298000
8/4/1979,412000,2338000
8/11/1979,386000,2353000
8/18/1979,387000,2290000
8/25/1979,390000,2219000
9/1/1979,389000,2064000
9/8/1979,378000,2107000
9/15/1979,384000,2039000
9/22/1979,388000,1987000
9/29/1979,390000,1964000
10/6/1979,412000,1924000
10/13/1979,393000,2074000
10/20/1979,406000,2059000
10/27/1979,398000,2120000
11/3/1979,395000,2145000
11/10/1979,414000,2189000
11/17/1979,430000,2201000
11/24/1979,414000,2627000
12/1/1979,416000,2615000
12/8/1979,415000,2707000
12/15/1979,411000,2756000
12/22/1979,471000,2680000
12/29/1979,428000,3161000
1/5/1980,394000,3619000
1/12/1980,405000,3498000
1/19/1980,446000,3546000
1/26/1980,412000,3498000
2/2/1980,404000,3543000
2/9/1980,425000,3492000
2/16/1980,415000,3492000
2/23/1980,428000,3596000
3/1/1980,409000,3486000
3/8/1980,418000,3475000
3/15/1980,432000,3413000
3/22/1980,435000,3337000
3/29/1980,475000,3223000
4/5/1980,464000,3245000
4/12/1980,544000,3320000
4/19/1980,548000,3292000
4/26/1980,563000,3272000
5/3/1980,572000,3241000
5/10/1980,601000,3300000
5/17/1980,642000,3347000
5/24/1980,627000,3277000
5/31/1980,637000,3489000
6/7/1980,610000,3459000
6/14/1980,592000,3448000
6/21/1980,599000,3489000
6/28/1980,627000,3384000
7/5/1980,579000,3663000
7/12/1980,533000,3803000
7/19/1980,567000,3729000
7/26/1980,558000,3635000
8/2/1980,569000,3608000
8/9/1980,533000,3601000
8/16/1980,525000,3488000
8/23/1980,512000,3366000
8/30/1980,502000,3136000
9/6/1980,511000,3242000
9/13/1980,492000,3123000
9/20/1980,465000,3063000
9/27/1980,463000,2984000
10/4/1980,462000,2931000
10/11/1980,447000,2854000
10/18/1980,425000,2939000
10/25/1980,418000,2943000
11/1/1980,419000,2862000
11/8/1980,407000,2840000
11/15/1980,427000,3027000
11/22/1980,398000,2780000
11/29/1980,412000,3286000
12/6/1980,416000,3154000
12/13/1980,413000,3241000
12/20/1980,412000,2932000
12/27/1980,399000,3477000
1/3/1981,410000,4125000
1/10/1981,419000,3930000
1/17/1981,421000,3878000
1/24/1981,396000,3744000
1/31/1981,419000,3710000
2/7/1981,420000,3593000
2/14/1981,423000,3704000
2/21/1981,438000,3769000
2/28/1981,434000,3608000
3/7/1981,409000,3550000
3/14/1981,408000,3464000
3/21/1981,401000,3343000
3/28/1981,412000,3262000
4/4/1981,417000,3147000
4/11/1981,396000,3028000
4/18/1981,392000,2980000
4/25/1981,436000,2960000
5/2/1981,413000,2862000
5/9/1981,423000,2793000
5/16/1981,414000,2703000
5/23/1981,415000,2544000
5/30/1981,417000,2691000
6/6/1981,428000,2632000
6/13/1981,425000,2593000
6/20/1981,435000,2577000
6/27/1981,444000,2552000
7/4/1981,460000,2672000
7/11/1981,426000,2815000
7/18/1981,430000,2770000
7/25/1981,407000,2718000
8/1/1981,476000,2711000
8/8/1981,448000,2769000
8/15/1981,442000,2713000
8/22/1981,434000,2625000
8/29/1981,451000,2572000
9/5/1981,473000,2386000
9/12/1981,454000,2598000
9/19/1981,475000,2484000
9/26/1981,491000,2487000
10/3/1981,489000,2453000
10/10/1981,491000,2450000
10/17/1981,487000,2633000
10/24/1981,483000,2642000
10/31/1981,514000,2699000
11/7/1981,514000,2722000
11/14/1981,517000,3077000
11/21/1981,464000,2844000
11/28/1981,552000,3510000
12/5/1981,558000,3506000
12/12/1981,551000,3549000
12/19/1981,539000,3466000
12/26/1981,556000,3921000
1/2/1982,495000,4547000
1/9/1982,545000,4334000
1/16/1982,489000,4611000
1/23/1982,564000,4524000
1/30/1982,583000,4396000
2/6/1982,556000,4383000
2/13/1982,507000,4194000
2/20/1982,544000,4485000
2/27/1982,528000,4443000
3/6/1982,556000,4385000
3/13/1982,539000,4328000
3/20/1982,557000,4288000
3/27/1982,574000,4233000
4/3/1982,578000,4104000
4/10/1982,585000,4169000
4/17/1982,597000,4173000
4/24/1982,588000,4032000
5/1/1982,576000,3880000
5/8/1982,584000,3855000
5/15/1982,585000,3777000
5/22/1982,586000,3711000
5/29/1982,588000,3557000
6/5/1982,611000,3794000
6/12/1982,614000,3742000
6/19/1982,591000,3690000
6/26/1982,582000,3685000
7/3/1982,600000,3600000
7/10/1982,572000,4013000
7/17/1982,567000,3997000
7/24/1982,536000,3927000
7/31/1982,605000,3834000
8/7/1982,606000,3893000
8/14/1982,637000,3901000
8/21/1982,628000,3834000
8/28/1982,647000,3802000
9/4/1982,651000,3565000
9/11/1982,641000,3834000
9/18/1982,680000,3701000
9/25/1982,671000,3683000
10/2/1982,695000,3720000
10/9/1982,651000,3674000
10/16/1982,656000,3899000
10/23/1982,623000,3872000
10/30/1982,637000,3891000
11/6/1982,589000,3846000
11/13/1982,599000,4221000
11/20/1982,577000,3840000
11/27/1982,612000,4597000
12/4/1982,557000,4460000
12/11/1982,533000,4475000
12/18/1982,516000,4273000
12/25/1982,489000,4535000
1/1/1983,534000,5112000
1/8/1983,510000,5017000
1/15/1983,479000,4982000
1/22/1983,479000,4866000
1/29/1983,503000,4867000
2/5/1983,501000,4718000
2/12/1983,486000,4876000
2/19/1983,487000,4593000
2/26/1983,481000,4869000
3/5/1983,495000,4620000
3/12/1983,475000,4568000
3/19/1983,470000,4387000
3/26/1983,481000,4262000
4/2/1983,491000,4164000
4/9/1983,496000,4120000
4/16/1983,515000,3945000
4/23/1983,488000,3848000
4/30/1983,490000,3658000
5/7/1983,494000,3582000
5/14/1983,464000,3451000
5/21/1983,460000,3369000
5/28/1983,454000,3071000
6/4/1983,459000,3291000
6/11/1983,442000,3120000
6/18/1983,434000,3101000
6/25/1983,442000,3054000
7/2/1983,422000,2785000
7/9/1983,412000,3208000
7/16/1983,396000,3117000
7/23/1983,395000,2982000
7/30/1983,415000,2943000
8/6/1983,415000,2886000
8/13/1983,457000,2858000
8/20/1983,445000,2782000
8/27/1983,426000,2715000
9/3/1983,411000,2474000
9/10/1983,403000,2596000
9/17/1983,405000,2461000
9/24/1983,416000,2399000
10/1/1983,413000,2332000
10/8/1983,406000,2263000
10/15/1983,394000,2435000
10/22/1983,394000,2360000
10/29/1983,404000,2405000
11/5/1983,395000,2203000
11/12/1983,390000,2551000
11/19/1983,387000,2313000
11/26/1983,398000,2785000
12/3/1983,365000,2709000
12/10/1983,368000,2710000
12/17/1983,362000,2762000
12/24/1983,377000,2704000
12/31/1983,372000,3080000
1/7/1984,356000,3397000
1/14/1984,351000,3195000
1/21/1984,333000,3239000
1/28/1984,364000,3210000
2/4/1984,342000,3134000
2/11/1984,338000,3078000
2/18/1984,334000,2958000
2/25/1984,343000,3111000
3/3/1984,347000,3008000
3/10/1984,346000,2946000
3/17/1984,349000,2875000
3/24/1984,346000,2779000
3/31/1984,341000,2707000
4/7/1984,381000,2622000
4/14/1984,357000,2558000
4/21/1984,364000,2491000
4/28/1984,375000,2425000
5/5/1984,365000,2338000
5/12/1984,368000,2284000
5/19/1984,354000,2213000
5/26/1984,354000,2054000
6/2/1984,355000,2212000
6/9/1984,369000,2161000
6/16/1984,361000,2140000
6/23/1984,362000,2115000
6/30/1984,360000,2005000
7/7/1984,366000,2343000
7/14/1984,360000,2334000
7/21/1984,357000,2231000
7/28/1984,359000,2203000
8/4/1984,382000,2194000
8/11/1984,380000,2208000
8/18/1984,401000,2169000
8/25/1984,395000,2142000
9/1/1984,385000,1960000
9/8/1984,402000,2120000
9/15/1984,393000,2017000
9/22/1984,395000,1976000
9/29/1984,402000,1980000
10/6/1984,403000,1912000
10/13/1984,410000,2077000
10/20/1984,439000,2094000
10/27/1984,425000,2151000
11/3/1984,423000,2159000
11/10/1984,393000,2188000
11/17/1984,383000,2105000
11/24/1984,429000,2658000
12/1/1984,401000,2547000
12/8/1984,383000,2584000
12/15/1984,386000,2644000
12/22/1984,379000,2393000
12/29/1984,379000,2997000
1/5/1985,369000,3428000
1/12/1985,387000,3214000
1/19/1985,359000,3174000
1/26/1985,368000,3254000
2/2/1985,386000,3287000
2/9/1985,401000,3213000
2/16/1985,390000,3211000
2/23/1985,390000,3320000
3/2/1985,374000,3193000
3/9/1985,385000,3135000
3/16/1985,386000,3081000
3/23/1985,373000,2947000
3/30/1985,386000,2865000
4/6/1985,405000,2777000
4/13/1985,411000,2798000
4/20/1985,391000,2649000
4/27/1985,386000,2580000
5/4/1985,390000,2481000
5/11/1985,394000,2466000
5/18/1985,391000,2374000
5/25/1985,396000,2247000
6/1/1985,393000,2402000
6/8/1985,403000,2320000
6/15/1985,390000,2320000
6/22/1985,386000,2300000
6/29/1985,390000,2167000
7/6/1985,395000,2533000
7/13/1985,386000,2514000
7/20/1985,370000,2424000
7/27/1985,362000,2388000
8/3/1985,407000,2390000
8/10/1985,402000,2373000
8/17/1985,399000,2335000
8/24/1985,405000,2287000
8/31/1985,409000,2133000
9/7/1985,426000,2251000
9/14/1985,408000,2160000
9/21/1985,401000,2061000
9/28/1985,399000,2096000
10/5/1985,405000,2086000
10/12/1985,400000,2058000
10/19/1985,400000,2197000
10/26/1985,418000,2195000
11/2/1985,398000,2229000
11/9/1985,397000,2202000
11/16/1985,397000,2401000
11/23/1985,382000,2182000
11/30/1985,393000,2791000
12/7/1985,399000,2700000
12/14/1985,382000,2750000
12/21/1985,370000,2426000
12/28/1985,390000,2991000
1/4/1986,362000,3583000
1/11/1986,397000,3359000
1/18/1986,364000,3108000
1/25/1986,344000,3215000
2/1/1986,364000,3171000
2/8/1986,366000,3119000
2/15/1986,358000,3156000
2/22/1986,390000,3294000
3/1/1986,375000,3206000
3/8/1986,366000,3145000
3/15/1986,382000,3109000
3/22/1986,387000,2996000
